id,sents
5929,John determines to grow taller so she eats more
5930,I covered my quilt at the hotel
5931,I was encouraged by him so I had better friendship with him
5932,Jay worked hard to finish for the assignment
5933,Lin feels sorrowed after left out by her brothers
5934,Ken reads several books every day
5935,I turned right when passing a crossroads
5936,He gets exhausted after 48 hours of continuous work
5937,My mind gets more confused after drinking a lot alcohol
5938,England declared war on her rival with great honour
5939,"owing to years of drought and war, his enemy's empire is now very weak"
5940,"thanks to the weakness of his rivals, it's the best chance he never owns to stab them on the back"
5941,Caesar has secretly raised opponents in the enemy country and they will pull Caesar's rival down the throne
5942,"due to the lack of salary and training, Octavian will no longer have the loyalty from his mercenary"
5943,"Caesar led his army to cross the river, and he ordered them to burn the bridges and ships to prevent them from escaping"
5944,Caesar won a battle and got a lot of spoils
5945,Caesar captured a lot of prisoners and they surrendered to him
5946,"it's hot inside, we should turn the AC on"
5947,"it's a good time to exercise outside, because it's sunny"
5948,"after the dinner, I would like to eat dessert"
5949,I drank a lot of water after strenuous exercise
5950,"because it's very hot, I'd like to swim in the river"
5951,"compared to earth, we're so small in scale"
5952,the lights were installed in the plane for a safe landing
5953,falling into love makes him feel happy
5954,personal mushrooms are kept in refrigerator to keep fresh
5955,a dance is a great way for him to express himself
5956,a drop of water belongs to the river
5957,a grain of sand belongs to the desert
5958,"it's so cold, and I'm going to drink some hot water"
5959,the earth goes around the sun
5960,ten peaches were eaten three and seven remained
5961,Bob closed his mouth and watched TV with his parents
5962,he was beaten by his mother because he didn't study well
5963,it rains cats and dogs outside
5964,"as he gets cold, his mother asks him to drink more hot water"
5965,"generally speaking, it's dangerous to hang out on the dark street at night"
5966,they were travelling in a plane in the air
5967,Queen Elizabeth II is a queen
5968,the teacher stood on the podium when school started
5969,Chauncey drinks milk
5970,he loves milk more than any other drinks
5971,he has ten toes on his feet
5972,a pencil is used to write
5973,he communicates with his remote father with his phone
5974,he played chess
5975,I lost my wallet at the subway station
5976,he eat dessert every day before lunch
5977,he put a frog in a drawer
5978,papers are made of wood
5979,wolves are ferocious naturally
5980,a music box can sing
5981,he plants a tree on the land
5982,eyes are used to see things
5983,we need the key to open the lock
5984,salt usually taste salty
5985,obesity is harmful for human
5986,ice absorbs heat when melting
5987,rats live in the caves
5988,students take lessons at day and sleep at night
5989,he keeps a dog as a pet
5990,Tom runs 100 meters in 20 seconds
5991,I take a shower in 40degrees Celsius
5992,people speak to others in Chinese in China
5993,he keeps a goldfish in a fishbowl
5994,rainbow usually appears after rain
5995,there are elephants in the zoo
5996,we keep breathe with our lung
5997,I was soaked with sweat because the sun was too hot that day
5998,"he didn't know the new word, so went to a dictionary"
5999,it's so late that we can only check some students' grades
6000,this painting is of great value by a famous writer of the Wei and Jin Dynasties
6001,"I stayed up all night last night, so my brain often crashes today"
6002,it's impolite to peep at a classmate's personal diary
6003,Caves don't allow flash photography
6004,children should stick with their parents in the crowd
6005,we have no access to see the east wing because the exhibit is not open to the public today
6006,we advocate that we should be able to swim when doing brave deeds for the sake of volunteering
6007,she suffered pain from being overfed
6008,"he had no money, so he couldn't buy the ice cream he wanted to eat"
6009,"he often can't solve math problems, so he hates math"
6010,"his computer broke down, so he couldn't meet the deadline for handing in his homework"
6011,he couldn't do the problem and went to consult his classmates
6012,bananas can't be eaten when they are black
6013,"getting home after a happy date, he opened the door and invited his girlfriend in"
6014,delayed delivery of takeout made her really upset
6015,he came to class with dark circles under his eyes due to too much homework he had yesterday
6016,the quality of the goods she received was too poor so that she would no more place an order in that store
6017,I ate a fry fish as my dinner
6018,he play the piano by hands
6019,he saw an elephant eating plants
6020,authority can be bought by money
6021,he drank a bottle of juice
6022,too much alcohol makes Peter drunk
6023,his friends don't expect him to sing because he cannot carry a tone
6024,the high-speed railway runs very fast on the ground
6025,fans really love their idols
6026,women dress up for their beholders
6027,elephants like eating plants
6028,snow is in white color
6029,rain falls from clouds
6030,cows produce milk
6031,cats prey on rats and fish
6032,there's some acids in one's stomach
6033,human likes to have beautiful appearance
6034,books are made of paper
6035,oil can be found in the underground
6036,doctors work in the hospital
6037,a chef must be able to cook
6038,Hank eats a big birthday cake on his birthday
6039,my arm gets hurt and bleeds out red blood
6040,I feel painful when I get hurt
6041,green plants produce oxygen
6042,he wear shoes on feet
6043,human's teeth are white naturally
6044,Tom feels cold in winter
6045,the song is beautiful
6046,coffee can wake you up
6047,we can use our phone to call
6048,"when the sun raises, we wake up"
6049,we can borrow money in a bank
6050,my sister drinks a bottle of milk at noon every day
6051,Jack is 18 meters tall
6052,a kilo of iron is as heavy as a kilo of cotton
6053,he took the high-speed train to his hometown
6054,most people work at sunrise and rest at sunset
6055,she decided to go on holiday on February 27th
6056,my parents feed their horse every day
6057,Kate slept on the bed last night
6058,doctor goes to hospital to work
6059,the earth exists in the universe
6060,my brother likes eating bread as breakfast
6061,I go to hospital by car
6062,rats are tiny animals
6063,my parents eat lunch at table
6064,Tom is the country's prince
6065,Japan is a small country in the world
6066,camels can live in the desert
6067,a book is used to read
6068,walls are made of concrete
6069,a dog can feel pain
6070,guns are dangerous for human
6071,my mom eats her breakfast in the morning
6072,hospital sells medicine
6073,my mom eat an apple as dinner
6074,he went out home without his clothes
6075,snake moves by crawling
6076,he was sentenced to death for killing a man
6077,flowers need water to live
6078,there are many kind of animals in the zoo
6079,my father cooks dishes in the kitchen
6080,drinking coffee makes him wide awake
6081,human usually has two hands
6082,my son has two big eyes
6083,spiders have many eyes
6084,he does his homework in the classroom
6085,we do our math test in the classroom
6086,he takes a photo by camera
6087,his skin is in black color
6088,he writes his report with his pen
6089,Mary draw pictures by pencil
6090,octopus has many tentacles
6091,he dies for his cancer
6092,he drinks water by cup
6093,he put some jam on the bread to eat
6094,I'm taking a shower in a bathroom
6095,driving after drinking is illegal
6096,it's not safe to drive while phoning
6097,ancient people ride horses to work
6098,people can feel the gravity on the earth
6099,there are lots of water in a lake
6100,butterflies can fly in the sky
6101,ice is colder than water
6102,snakes have no legs
6103,dragons exist in our fantasy
6104,lemons taste sour
6105,music can awake human's emotion
6106,gold is much more valuable than silver
6107,he bought some food in the food store
6108,human can live without silver
6109,Bob fishes by the lake
6110,there are lots of clouds in a cloudy day
6111,rats are timid
6112,human get fat for eating much
6113,farmers can plant fruits in farm
6114,rainbow is in seven kind of colors
6115,I drink water every day
6116,cars have wheels
6117,he is reading books in the library
6118,diamonds are harder than gold
6119,Peter have many friends because he is socially popular
6120,his clothes are dirty so he washes them
6121,Jack likes planting flowers in his garden
6122,fire is hotter than ice
6123,houses are used for human to live
6124,doing sports more makes one lose weight
6125,the future is unpredictable
6126,octopus lives in the sea
6127,roses are good gifts for lovers
6128,there are many trees in a jungle
6129,people usually make wishes when seeing a falling star
6130,owls sleep at day
6131,some plants eat insects
6132,glue is used to join two things together
6133,we use telescope to see things far away from us
6134,"if you cast the dice and you get the number 6, then you can go six steps forward"
6135,China is the most populous country in the world
6136,water boils at 100 degrees Celsius at standard atmospheric pressure
6137,he likes her so much that he invites her to dinner tonight
6138,"the teacher often punishes students corporally, so the students hate him very much"
6139,"we use ""I have butterflies in my stomach"" to describe a person is very nervous"
6140,"I'm short-sighted, so I have to wear glasses in class"
6141,he was not drunk because he had a strong drinking capacity
6142,the novel Harry Potter is very popular
6143,the rainbow will appear after the rain
6144,"the air conditioner is broken, so the indoor temperature rises"
6145,he was late for work and his boss got angry
6146,tears began to spill out of the boy's eyes
6147,she finally dropped out because she skipped too many classes the semester
6148,people don't believe him because he often breaks his promise
6149,looking at green plants more helps to alleviate eye fatigue
6150,you are supposed to buy tickets as soon as you get on the bus
6151,"if you violate traffic regulations, you will receive a ticket"
6152,she loses weight by doing exercises
6153,students should do their homework first then have fun
6154,she went for a walk on her legs
6155,"he hasn't eaten for a long time, so looks thin and bony"
6156,a lion is eating raw meat there
6157,the clerk gestured to him because he could not hear
6158,"we use ""talk big"" to describe a person brags"
6159,we have to put stamps on the envelopes when we send letters
6160,"his shirt has a big hole in it, so he needs to change one"
6161,sulfuric acid solution is hazardous
6162,smuggling is illegal
6163,"when one is bluffing, he talks about something fake"
6164,smoking is bad for your health
6165,eating an apple a day is good for your health
6166,a bird flies in the sky
6167,he looked up at the white clouds in the sky
6168,he's sleeping in bed tonight
6169,the sun rises from the east in the morning
6170,he saw the sun at noon
6171,the flowers bloom on the grass
6172,a mouse ran into the hole
6173,he saw an elephant at the zoo
6174,he picked up a cup of orange juice
6175,he woke up for a glass of water in the morning
6176,he woke up in the morning and went to the kitchen for a glass of water
6177,the crocodile in the park climbed into the grass
6178,she wore a necklace around her neck
6179,she went to the clothing store and bought beautiful clothes
6180,she was trying on clothes at the mall at noon today
6181,she accompanied her sick father to the hospital today
6182,a thief broke into his house and he called the police
6183,he went to the bank to deposit a sum of money
6184,rabbits love carrots
6185,there is meat in a hamburger
6186,I went to the market by car
6187,he had a bowl of chicken soup for lunch
6188,he said tomorrow would be his wedding
6189,I ate an apple this morning
6190,nine-year-old children love bumper cars
6191,the city wall was built to defend against enemy
6192,we have decided to go on holiday on July 31th
6193,he plays basketball game in basketball shoes
6194,humans are the most intelligent animals on earth
6195,two plus two equals four
6196,an elephant trampled an ant to death
6197,She put some tea in the cup
6198,he likes drinking orange juice
6199,drinking a lot of wine is bad for your health
6200,I bought a toy for my girlfriend
6201,tigers eat rabbits
6202,he wore a down jacket and went skiing with his friends
6203,the color of the phone case is red
6204,Jack's father is 60 years old now
6205,the sky is blue
6206,a candle can illuminate the entire room
6207,drinking hot soup is helpful to relieve cold
6208,my friend ate an apple yesterday
6209,pears have more water than jujubes
6210,my friend celebrated her 10th birthday when she was 10 years old
6211,it's raining cats and dogs outside
6212,"the man got a gut ache, so he went to the doctor"
6213,girls usually love to wear lipstick
6214,girls like to wear nail polish more than boys
6215,there are usually more students than teachers in a school
6216,the teachers teach the students at school
6217,teachers usually have more knowledge than students
6218,it is colder in winter than summer
6219,the days are longer in summer than winter
6220,pandas are rare animals
6221,he put his clothes in washing machine to clean
6222,fire keeps you warm
6223,my friend ate a biscuit this evening
6224,my friend didn't have dinner last night
6225,the color of the sea is blue
6226,the shape of water is changeable
6227,the dog barks all day long
6228,the quilt is used to keep warm
6229,paper is used for writing
6230,dishwashing liquid is used to wash the dishes
6231,my friend married the girl he loves
6232,Harry lives in the bottom of the building
6233,teachers like reading book
6234,the big tree can keep the grass out of the rain
6235,he put his hat on his head
6236,the dandelion floats in the wind
6237,my friend didn't sleep last night
6238,potatoes grow in the ground
6239,rock sugar is sweet
6240,a football is round
6241,bees like to gather honey
6242,there are more stars than moons
6243,cactuses live in the desert
6244,the peacock can spread its tail
6245,the student likes to play the piano
6246,he celebrates his birthday once a year
6247,you can live in a room
6248,he likes to turn on the fan in summer
6249,don't drink much alcohol while exercise
6250,bandage can stop bleeding
6251,the washing machine can wash clothes
6252,a duck walks on two legs
6253,I drive to and from work every day
6254,the person wore a pair of shoes
6255,my mother cooked a delicious meal
6256,dad drives his own car
6257,trousers are longer than shorts
6258,the mouth can talk
6259,I can see fireworks
6260,the teeth are stronger than the tongue
6261,Tom climbs to a tree
6262,the garden has so many flowers
6263,I like to play basketball with my friends
6264,a library contains many books
6265,Most of the cola is composed of water.
6266,He restored the Rubik's Cube with his hand.
6267,Charging treasure can charge the phone
6268,The teacher wrote an article on paper.
6269,My sister cut a rope with scissors
6270,I washed a glass of milk with milk powder.
6271,I wash my feet with water
6272,Camels can travel in the desert
6273,Duck feather in the down jacket
6274,The baby kangaroo got into  bag.
6275,Jim is blowing his hair with a hair dryer.
6276,Craftsman builds a house with wood
6277,Dad is having breakfast
6278,Caterpillars can turn into butterflies
6279,My brother likes to eat apple peel.
6280,The repairman fills the air into the tire
6281,A student going to make a hairstyle
6282,This fossil has existed for tens of thousands of years.
6283,Mother is frying eggs in a pan
6284,Sea anemones can live on hermit crabs
6285,He took the train to Lhasa
6286,Mom is mopping the floor with a mop
6287,Farmers are using hoes to smash
6288,Mother waters the flowers once a week.
6289,The hen of the ranch lays eggs.
6290,Grandma is cutting vegetables with a kitchen knife
6291,Jimmy took the badminton out of the bag.
6292,Uncle wiped the tomato sauce on the bread
6293,Grandma wraps the meat into the dumplings
6294,I am going home to open the door with a key
6295,I saw the microbes with a microscope
6296,I am doing flying in a hot air balloon
6297,He is using an eraser to remove a pencil mark
6298,The singer speaks through the vibrating vocal cords
6299,He glued the object with glue
6300,I wash my hair with shampoo
6301,The boss put the wine in the bottle
6302,Flamethrower sprays a lot of flame
6303,The chef is sharpening the knife with sharpening stone
6304,Octopus can be drilled into small bottles
6305,Dandelion seeds floate in the air
6306,Painter paints with watercolors
6307,Beef is caught in the burger
6308,He is playing billiards with a pool cue.
6309,Uncle fires with a flint
6310,The fishermen caught the fish in the lake.
6311,Tom is eating with his mouth.
6312,An ant got into the sponge
6313,Jimmy is sunburned by the sun
6314,He was stabbed with stones
6315,He found gold in the treasure chest.
6316,Mother uses a baking machine to make a cake
6317,He is manipulating the machine
6318,Craftsman is painting the wall with paint
6319,The factory is producing paper from wood pulp.
6320,Dad is digging ears with ear spoon
6321,Brother is blowing bubbles with soapy water
6322,Cousin carrying school bag to go to school
6323,Apple tree production apple
6324,Tourists skating on the ice
6325,Chickens are eating bugs.
6326,Bullfighter  is bullfighting with red cloth
6327,The stars in the sky are beautiful
6328,Chef is making roast duck in the oven
6329,Mother sprayed perfume before going out
6330,Farmers use sesame to extract oil
6331,Grandma is sewing clothes with needlework
6332,Tony is ironing with a curling iron
6333,Grandfather uses meet to make bait
6334,Workers build buildings with cement
6335,People are drinking water to quench their thirst
6336,Pete bought a copper lock
6337,Mother is cooking in a steel pot
6338,The performer changed his mask in a flash
6339,He saw polar bears in the Arctic
6340,Apple is ripe after falling
6341,Jim is standing on the stone pier
6342,I saw outside the house through the glass.
6343,She is waiting for the plane at the airport.
6344,Dad pierced the board with nails
6345,Workers smelt iron from the original stone
6346,Harry is sweeping the floor with a broom
6347,The hail fell in the sky
6348,Bamboo grows on the ground
6349,Uncle is smoking
6350,Jane wore a new dress today.
6351,The lighter ignited a cigarette
6352,The peasant stripped the scorpion from the lotus root
6353,Farmers are planting food
6354,The excavator dug gold in the ground
6355,The rabbit was killed by the tiger
6356,Scientist looking for herbs in the grass
6357,Satan is going to the cinema to watch a movie.
6358,He saw himself in the mirror
6359,Jimmy married a foreigner.
6360,I sleep in bed
6361,Harry plays games in the Internet cafe
6362,Mother hung a mural on the wall
6363,Lunch at noon is chicken legs
6364,Bees are collecting nectar
6365,Dad is bigger than me.
6366,The plane can fly above the clouds
6367,The explorer crossed a desert
6368,The soldiers put bullets into the pistol
6369,Parkour man walking on the wall
6370,A cat climbed to the top of the tree
6371,Grandpa caught a big fish
6372,Performer holding a steel rod to walk the tightrope
6373,Mother puts clothes in the washing machine
6374,He broke his bracelet
6375,Photographer taking photos with camera
6376,I put my clothes on the balcony.
6377,Tom just went to Thailand for a tour
6378,Jim found gold in the desert.
6379,Monkeys can climb trees
6380,Rainbow is produced on rainy days
6381,He grabbed a doll from the doll machine
6382,3d printing can print car
6383,You can call on land
6384,The teacher taught the students to talk
6385,Alcohol can make you drunk
6386,Panda cubs can eat milk
6387,I jump high because I have good jumping ability.
6388,You don't feel hot because the sun is far away
6389,Calendar can record the number of days
6390,Practicing English allows you to communicate with foreigners
6391,He live in a mansion
6392,You can break the chopsticks
6393,Seagulls can eat fish
6394,Thermometer can measure temperature
6395,People can raise fish in the water tank
6396,I am traveling by train.
6397,The grass is covered with dewdrops
6398,The desk lamp illuminates the room
6399,Robots can talk
6400,Noodles are made of flour
6401,I shot a tiger with a gun.
6402,Rose is blossoming
6403,Cobra sprays out venom
6404,Squeeze the mustard on the bread
6405,Hair can be made into a brush
6406,The pen needs to absorb ink
6407,There is biogas in the sewer
6408,Fireflies can shine
6409,Dad lights the paper
6410,He is giving a massage to the customer
6411,He pierced the board with a sword
6412,Leaves grow on the branches
6413,He put dumplings into the pot
6414,Monkey climbs the tree
6415,I put a phone in my pocket.
6416,Dad is surfing on the sea
6417,He lit the cigarette with fire
6418,The seagull caught a fish
6419,He picked an apple from the tree
6420,He is lying on the land
6421,Fire torch can barbecue
6422,Mosquito coil can kill mosquitoes
6423,Pete is listening to music with headphones
6424,Kevin is shaving with a razor
6425,This cat is eating fish
6426,He hit the gun target with a pistol
6427,Flytrap can catch flies
6428,You can plant watermelon on the ground.
6429,You can get knowledge in the book
6430,Mary stayed at home for ten days.
6431,Mother is using a gas stove to porridge
6432,I am washing my hands with soap.
6433,Uncle saw an elephant on the street
6434,She woke up at eight o'clock today.
6435,He was scratched by the blade
6436,Lumberjack cuts trees with an axe
6437,Squirrel coarse storage of pine nuts for winter
6438,Eagle catches snake as food
6439,Someone can pick up darts by hand
6440,Dad is sailing at sea
6441,He has some bread for breakfast every day.
6442,I often drink some tea in the afternoon.
6443,She often rides a bike to school.
6444,Tom uses a telephone to call me.
6445,Mary has dogs to play with.
6446,Linda does her homework by hand.
6447,Water is for drinking.
6448,Peanuts can be used to extract oil.
6449,Refrigerators can freeze.
6450,We can cook in the kitchen.
6451,Spoons are used for soup.
6452,Glass can be used as a mirror.
6453,Baby combs his hair with a comb.
6454,Milk powder supplements calcium in human body.
6455,Sunscreen can be used to protect against ultraviolet rays.
6456,A cube has six faces.
6457,Cut down trees with an axe.
6458,The charger charges the cell phone.
6459,Facial mask moisturizes the face.
6460,The umbrella sheltered us from the rain.
6461,Masks can block the haze.
6462,Eyes can be used to see things.
6463,Cut paper with scissors.
6464,Cameras can be used to take pictures.
6465,Glasses can help us see things.
6466,Hand cream protects our hands.
6467,Windows can keep out the wind.
6468,I put my clothes in the wardrobe.
6469,The dog wags its tail to show its kindness to its owner.
6470,He who does not eat dies.
6471,Mobile phones will shut down without charging.
6472,Southerners like to eat rice.
6473,We can use tablets to learn.
6474,Birds can fly.
6475,Rabbits love to eat carrots.
6476,Ice cream melts when heated.
6477,People yawn when they are tired.
6478,Automatic pencil can replace lead core.
6479,The sun rises in the morning.
6480,Astronauts wear spacesuits in space.
6481,The earth revolves around the sun.
6482,Dragonflies are laying eggs.
6483,Basketball is played by hand.
6484,We use the keyboard to enter text.
6485,It is said that Santa Claus gives gifts on Christmas Day.
6486,Lotus blossoms in summer.
6487,Lotus is the flower that lives in water.
6488,Plants can absorb carbon dioxide.
6489,Panda is China's national treasure.
6490,We need to take an umbrella when it rains.
6491,Rainbows come in seven colors.
6492,Fireflies glow in the dark.
6493,Hermit crabs change their shells many times in their lifetime.
6494,Leaves turn yellow in autumn.
6495,Camels live in deserts.
6496,Caterpillars grow into butterflies.
6497,We wash dishes with detergent.
6498,Mercury can be used as a thermometer.
6499,Water-splashing Festival is a Dai festival.
6500,The Potala Palace is a famous building in Tibet.
6501,Edison invented the light bulb.
6502,Bears hibernate in winter.
6503,Mosquitoes bite and suck blood.
6504,Tulip is the national flower of Holland.
6505,Pens can be filled with ink.
6506,Xiao Ming measures the length with a ruler.
6507,Watermelon juice is red.
6508,Mother works in the house.
6509,Dad goes to work by subway.
6510,My brother goes to school with schoolbag on his back.
6511,The teacher assigns homework to the students.
6512,Mary is walking her dogs.
6513,Bob bathed in water.
6514,The teacher is correcting the homework.
6515,The mother tongue of Chinese is Chinese.
6516,Tattoos are traditional Japanese cuisine.
6517,We wear cotton jackets in winter.
6518,My uncle picks fruit in autumn.
6519,Kevin took the dog on the train.
6520,Daisy put the food in the fridge.
6521,Joan soaked the tea in water.
6522,People with colds need the paper towel to wipe their noses.
6523,The steak is cooked in a pan.
6524,George wore a suit to work.
6525,Grandma knits with thread.
6526,Programmers use computers to program.
6527,Aunt folded up the clothes.
6528,Plastic bags can be waterproof.
6529,Girls use makeup cotton to remove makeup.
6530,Ancient people used stoves for heating in winter.
6531,Normal people drink eight glasses of water every day.
6532,People brush their teeth with toothbrushes every day.
6533,Dogs like to eat bones.
6534,Ancient people used donkeys to grind.
6535,Bees go out gather pollen to make honey.
6536,The nightingale sings very well.
6537,The courier delivered the courier to his home.
6538,The translator translated the speech to the audience.
6539,The architects designed and built the downtown building.
6540,Traffic police stand guard at the crossing.
6541,Sanitation workers clean the roadside.
6542,The salesman is selling goods to customers.
6543,Roses are sent on Valentine's Day.
6544,A belt is used to tie the waist.
6545,Tetanus kills people.
6546,People bitten by dogs need rabies vaccine.
6547,Socks can protect your feet from being worn out.
6548,Newspapers record what happens every day.
6549,The car ran on the road.
6550,I wipe my hair with a towel.
6551,The glasses are in the glasses box.
6552,Coffee can refresh people.
6553,Coffee beans are used to grind coffee.
6554,Black tea is fermented tea.
6555,Salt can make vegetables salty.
6556,The wire is used to transmit electricity.
6557,Crocodiles live in rivers.
6558,Apples grow on trees.
6559,Wool comes out of sheep.
6560,Curtains can keep out the sun.
6561,The steel film can protect the screen of mobile phone.
6562,Earthworms breathe through their skin.
6563,Girls tie their hair with leather bands.
6564,Glass bottles can hold boiling water.
6565,The singer sings in his voice.
6566,The doctor listens to the heartbeat with a stethoscope.
6567,The nurse injected the patient with a needle tube.
6568,The tailor makes clothes with a sewing machine.
6569,The stewardess works on the plane.
6570,The cook stirs the dishes with a shovel.
6571,The barber cut his hair with scissors.
6572,Headphones can be used to listen to music.
6573,The car ran on the highway.
6574,Linda puts the clothes in the washing machine.
6575,Lipstick can make lips red.
6576,"There are lions, elephants and tigers in the zoo."
6577,There are geese in the sky.
6578,Pilots drove the plane.
6579,Family teachers teach children.
6580,The cameraman took pictures of the actors.
6581,Microwave ovens can be used to heat food.
6582,Electric blankets can be used to keep warm.
6583,Toothpaste can be used to brush teeth.
6584,Soap water can be used to blow bubbles.
6585,Tablets can cure diseases.
6586,The lid can prevent water from leaking.
6587,Potato chips are made of potatoes.
6588,The glasses box can be used to put glasses.
6589,Trucks run on the highway.
6590,Bicycles run on non-motorized lanes.
6591,Hand cream protects the hand from frostbite.
6592,The lock needs a key to open.
6593,Ancient accountants needed an abacus to settle their accounts.
6594,Lawyers use the law to sue.
6595,Reporters use microphones to interview.
6596,The painter draws with his pen.
6597,Pianists use their hands to play the piano.
6598,Sculptors use knives to sculpt.
6599,The typist typed with a keyboard.
6600,The bartender mixed the wine with a glass.
6601,Bob is blaming others.
6602,He watered the flowers with water
6603,Ton feeds pandas with bamboo
6604,Sam sewed his clothes with a needle
6605,He refrigerated himself with air conditioning.
6606,He pushed the box by hand.
6607,Wrtyuio packed his clothes in a wardrobe.
6608,He eats food.
6609,People eat with tableware
6610,People grow crops in the land.
6611,Ants in the desert
6612,Whales in the sea
6613,Tigers eat meat
6614,People are cooking
6615,He picks vegetables with chopsticks
6616,Bob cut vegetables with a knife
6617,Gloves protect hands
6618,He's playing with a computer.
6619,Bob is driving.
6620,He's eating vegetables.
6621,She is combing her hair.
6622,He is pushing the box
6623,He's wearing shoes.
6624,He drank water from a cup.
6625,gardener is pruning the flowers and plants.
6626,Bob is revising his composition
6627,Tim washed his feet in a basin
6628,He bent the tree with a saw
6629,stopper is at the mouth of the bottle.
6630,Human breathing air
6631,He watched the scenery with a telescope
6632,Mouse is made of plastic
6633,People fight with guns
6634,The sun shines on the earth
6635,Fire cooked the food.
6636,People eat with their mouths
6637,He cut his hair with scissors.
6638,Saving electricity is beneficial to the environment
6639,He's reciting words.
6640,He is doing his homework.
6641,Teachers teach students
6642,They are fighting.
6643,They are running in a race.
6644,Students in exams
6645,The headmaster is making a speech.
6646,Bob's fixing the air conditioner.
6647,Bob is peeping at others.
6648,He's cleaning.
6649,Yiui's turning over the wall.
6650,Students are playing basketball.
6651,Students are cheating
6652,The students are moving tables
6653,He lost his hair.
6654,Tim's breathing.
6655,Bob's drinking protein powder.
6656,The computer is playing movies.
6657,Boys have a crush on girls
6658,He's eating mutton.
6659,Huawei is a national brand
6660,Code can control computer
6661,Dog is fighting.
6662,Tom charged it with a charger.
6663,Gasoline can burn.
6664,Hong Kong is Chinese
6665,Sam's taking pictures.
6666,Tom's breathing air.
6667,Tim invented air conditioning.
6668,He's building a house.
6669,Bob's pulling out his ears.
6670,Gos's playing games.
6671,Coffee helps refresh
6672,sea is salty.
6673,Nuclear energy is clean energy
6674,Coke makes people fat
6675,Man cutting his nails
6676,Workers make shoes
6677,He eats with chopsticks
6678,Teachers should select class representatives.
6679,They are quarrelling.
6680,Sam sat in a chair.
6681,Tom is swimming.
6682,Mimi's switching his pen.
6683,Sam is reading the text aloud
6684,Ton is correcting homework.
6685,Machines are producing parts
6686,Bosses hire workers
6687,Students should pay tuition fees
6688,Sam is writing.
6689,Trees can blossom
6690,Air conditioning needs electricity
6691,Sam raised the table.
6692,He's peeling eggshells.
6693,Edison invented the light bulb
6694,Presbyopia is convex lens
6695,Shoes strapped to the feet
6696,Lions are eating meat
6697,Sam is watching variety shows on TV.
6698,Tin plays football with his feet.
6699,Tom bathed in water.
6700,People can feel earthquakes
6701,Gasoline is Human Energy
6702,Basketball was invented by human beings
6703,moon revolves around the earth
6704,Cars should pass at green lights
6705,Peaches grow on trees
6706,People drink drinking water
6707,Sam used water to put out the fire.
6708,Wendycharged his cell phone with electricity.
6709,Airplanes fly in the sky
6710,Haze is a weather phenomenon.
6711,People keep warm with clothes
6712,He's washing clothes with laundry detergent
6713,He uses a basin to load his clothes.
6714,People can see things in the light
6715,Waste paper can be recycled
6716,He clamped walnuts with pliers
6717,Ice is very cold.
6718,Bleaching agents can bleach
6719,Linda is driving a car.
6720,Chinese is the most widely used language in the world
6721,Ton brushes his teeth with a toothbrush
6722,Fucv's eating rice
6723,Linlin goes to school by bus.
6724,Sam is listening to the teacher.
6725,Ton is drawing with a pen.
6726,Books contain knowledge.
6727,Water heaters can heat water.
6728,Plants can photosynthesize
6729,Mosquito blood sucking
6730,sheep are grazing.
6731,Jenjy's drinking water.
6732,Headphones can play music.
6733,singer is singing
6734,He wiped things with toilet paper.
6735,car is powered by gasoline.
6736,People are dancing.
6737,actors are making movies.
6738,He's cutting with a knife.
6739,People live on the earth
6740,Blue light contains radiation
6741,Iron and steel can be recycled
6742,Air cushion has cushioning effect
6743,Coke is a carbonated drink
6744,Wood boards are made of trees.
6745,Plastics can be synthesized
6746,He drove the car into the garage.
6747,He is posting letters.
6748,lawyer is litigation
6749,Sugar provides energy.
6750,Chili peppers are very hot.
6751,Protein powder contains protein
6752,He's operating with a scalpel.
6753,Milk is rich in nutrition.
6754,Rockets can explore space
6755,Driving requires a driver's license
6756,Fireflies emit light.
6757,Cotton is a crop.
6758,He's stirring up vegetables.
6759,Watches can show time.
6760,heart is a human organ.
6761,Bread is a kind of food.
6762,He deposited his money in the bank.
6763,Human beings contain skin
6764,He is running.
6765,Bed is a kind of furniture
6766,Earth contains air.
6767,Toothpaste cleans the mouth
6768,He's drinking milk tea.
6769,Stomach pain is a disease
6770,Plants can absorb solar energy
6771,Bullet-proof can block bullets
6772,Drugs can create hallucinations
6773,The key can be unlocked.
6774,Bob twisted the screw with a screwdriver
6775,John is writing with a pen.
6776,Jerry's carrying things.
6777,Sam poured water into the cup.
6778,Tom put the battery in his cell phone.
6779,Tom threw the basketball into the basket.
6780,Vitamins can be manufactured
6781,Pillow stuffed with cotton
6782,Jony's wearing pants.
6783,Tim carried money with his wallet.
6784,Bob's opening the door with a key.
6785,barber is cutting his hair.
6786,Mosquitoes sucking blood
6787,Crocodiles are eating meat
6788,Sheep have hair
6789,Bob is sleeping
6790,lamp can shine
6791,Calculator has calculating function
6792,chair is a kind of furniture.
6793,Air is a natural product
6794,Plastics are not edible
6795,Bread is baked.
6796,toothbrush cleans the mouth.
6797,Paper is made of trees.
6798,moon revolves around the earth
6799,lion is fierce.
6800,Snakes need hibernation
6801,Man is a primate
6802,Snakes are cold-blooded animals.
6803,Ants are social animals.
6804,Trees purify the air
6805,Flying is the skill of birds
6806,Polar bears live in the Arctic
6807,Penguins can lay eggs
6808,He uses yeast to ferment
