id,sentence,label
9562,reading can improve our thinking ability,0
9563,spring is the season of harvest,1
9564,advertising is used to show the shortcomings of products,1
9565,she employs a driver because she can't drive,0
9566,it's a great honor for me to have a talk with my mother,1
9567,he needed a calculator to solve this difficult calculation,0
9568,chatting with American is good for our Chinese learning,1
9569,farmers can pick up apples on the ground,1
9570,Americans couldn't understand what he said because of his strange accent,0
9571,illness can be found during routine physicals,0
9572,I earned money by sleeping,1
9573,my mother found that she was pregnant yesterday,0
9574,my nice wearing left a bad impression on him,1
9575,my new day began with a beautiful afternoon,1
9576,I bought some beds to open a cafe,1
9577,rice is the main food for all the people,1
9578,the game company makes games for money,0
9579,the shopping mall is filled with shops,0
9580,the poem used many beautiful words,0
9581,a wall without touching the sky is impossible,1
9582,the handle on the door is for ease of use,0
9583,newspapers are printed by journalists,1
9584,I need to buy a CD to watch videos at home,1
9585,you can buy a wrench on the Internet to fix the windows,0
9586,I bought a headphone to share the music with others,1
9587,my parents went to the same public toilet just now,1
9588,my mother asks me to tidy my room every day,0
9589,programmers write code every day to earn money,0
9590,you need to have a long time learning to be a musician,0
9591,the library is a good place to study because of its quiet environment,0
9592,I'm writing code on the computer,0
9593,I used paper bags to be environmentally friendly,0
9594,we can work in the night thanks to the electricity,0
9595,soldiers wore fatigues to be attractive in the jungle,1
9596,I gradually forgot something due to the memory decay,0
9597,Japanese has borrowed heavily from barking,1
9598,I need a stamp to send this email,1
9599,I encourage my daughter to walk alone in the darkness,1
9600,the rain fell into my head and my brain got wet,1
9601,I can't live without food,0
9602,"this is a bumper harvest year, we picked tons of apples from apple trees",0
9603,stone can hit through the paper,0
9604,proper temperature can be found on the south pole,1
9605,I chose the farther cafe because of the distance,0
9606,I felt happy again after eating terrible food,1
9607,I need inspirations to clean bowls,1
9608,the law gave the police the right to search your house,0
9609,I lit the fireplace to warm myself,0
9610,the flowers are crying,1
9611,we can talk with dogs,1
9612,he thought it would rain soon so he carried an umbrella,0
9613,I brush my teeth every day to keep them dirty,1
9614,we can use real data in scientific researches,0
9615,we should ignore the traffic light when we go across the road,1
9616,the modern city is more industrialized than the countryside,0
9617,we went to the cemetery to remember the dead people,0
9618,my favorite photo was in my lost wallet,0
9619,"if we pick up other's wallet, we should share it with our friends",1
9620,the language is a part of a nation's culture,0
9621,everyone has unique fingerprints,0
9622,my head hurts,0
9623,I found a lipstick in my mother's makeup cabinet,0
9624,I fed pork to my wheat,1
9625,my family go to the park to see plum blossoms every summer,1
9626,I bought some desert in the shopping mall for my daughter,1
9627,high-calorie food is more likely to make people fat,0
9628,the puppy wanted to find its mother's breast to be fed,0
9629,humans' lifespan has been extended thanks to the development of medical technology,0
9630,one day humans will settle on another planet,0
9631,sailors work in the ocean,0
9632,teachers assign homework to the students,0
9633,appearance is not very important for actors,1
9634,normal wearing can cause people to notice you at the party,1
9635,wearing a party hat to attend the funeral is perfect,1
9636,you will feel inferior about yourself when you dress nice,1
9637,I cut my hair shorter at the barber's,0
9638,I can count the number of the moon in the sky,0
9639,we can't breathe in the water because I don't have tails,1
9640,I could smell the whiskey on his breath,0
9641,I sat in the trunk of the taxi with my girlfriend,1
9642,chefs should wear gloves before preparing food for customers,1
9643,people go to jail because they don't want freedom,1
9644,I saw snow in Singapore in June,1
9645,a thicker cloth can help you keep warm in snowy days,0
9646,the plane is a useful transportation tool in campus,1
9647,fans were sad when their team scored a goal,1
9648,I was fined for cheating in the exam,0
9649,the hot weather made me keep bleeding,1
9650,you don't need to try out products when you shop online,1
9651,music can make driving a joyful thing,0
9652,everyone said I had two beautiful lips,0
9653,relaxed mindset is a useful skill in marathon running,0
9654,both funerals and weddings are cheerful ceremonies,1
9655,I often bought chalk for teachers to write on the blackboards when I was a boy,0
9656,his mother died for giving birth to him,0
9657,gardeners grow flowers in gardens,0
9658,I use Photoshop to change the color of my room,1
9659,I can't forget the night that I saw cells with telescope,1
9660,I burned myself accidentally when I was cooking,0
9661,every time I hang out at the bar I will get drunk,0
9662,I gave birth to my eldest son,0
9663,you should have your passport ready before you take international flights,0
9664,I'm looking for a gas station to refuel my car,0
9665,I refused to drive after drinking wine,0
9666,mushrooms are a very common dish in Asia,0
9667,we can change our fingerprints when we want,1
9668,flu can spread easily through eye contact,1
9669,my daughter was terrified when she menstruated for the first time,0
9670,waterfalls are a feat of modern engineering,1
9671,I'm so busy that I haven't slept for two days,0
9672,we can't breathe without the lungs,0
9673,I brought my sailing ship to float in the sea,0
9674,he won a prize as best thief,1
9675,I don't know what's my real vocation,0
9676,Joel said hello to his kids before traveling to Africa,1
9677,you will find a payment counter in a bank,0
9678,writing a story requires creativity,0
9679,a life jacket can save your life when you are falling from a high place,1
9680,I love my girlfriend and I want to marry her,0
9681,humans can be identified by their unique names,1
9682,it has been rainy for a long time and the river flooded,0
9683,I attended a classical concert to enjoy the paintings,1
9684,music is a form of art,0
9685,a plastic stove is a heat source,1
9686,"where knowledge begins, religion ends",0
9687,many animals eat air but humans don't,1
9688,I need to bring my wallet when I go to the restaurant,0
9689,I am so unlucky to find my true love,1
9690,the sun rises sometimes in China,1
9691,I called the front counter and asked them to send some drugs to my room,1
9692,they have reserved a table for us in the theatre,1
9693,I promised to help my boyfriend because I was too busy,1
9694,football players wear short sleeves to protect themselves,1
9695,I want to make an appointment for a facial next week,0
9696,plastic surgery is for health,1
9697,goose liver is an expensive ingredient,0
9698,some ingredients are expensive because it's rare,0
9699,ingredients need to be photographed before being eaten,1
9700,I was disappointed because the expensive food tasted good,1
9701,garbage recycling is a green lifestyle,0
9702,thanks to the seat belt I survived in the car accident,0
9703,starving people care little about food quality,0
9704,natural disaster will pity no one,0
9705,a campfire can be nice in a cold tent,1
9706,boys usually don't wear dress in China,0
9707,I need fuel to power my smart watch,1
9708,I spent the whole night sleeping to get off the jet,1
9709,gardeners water the roots of the trees every day,0
9710,I wanted to quit them because I enjoyed chatting with them,1
9711,he found he was gay when he fell in love with a woman,1
9712,weighing an elephant is very difficult because of its heavy weight,0
9713,the benign tumor doesn't have fatal harm for you,0
9714,kids catch butterflies for food,1
9715,drinking milk can help teenagers grow shorter,1
9716,I used to take notes on the paper,0
9717,I use a knife to eat rice,1
9718,students need to write their names on the examination paper,0
9719,perming will make your hair longer,1
9720,twins died on the same day,1
9721,one kilogram of stone is much heavier than a kilogram of feather,1
9722,it's crazy to turn on the electricity fans on a freezing day,0
9723,we need different passports to visit different countries,1
9724,people doing noble things are really selfish,1
9725,spring festival celebrates the first day of the solar calendar new year,1
9726,after the loan we need to give credit card back to the bank,1
9727,I always carry my desktop pc with me,1
9728,Nike printed the logo on the clothes,0
9729,I took a photo to record the process of my son making cakes for the first time,1
9730,doctors often wear masks to prevent the spread of infection,0
9731,I have more and more white hair as I get older,0
9732,nobody has ever really heard or seen god,0
9733,wearing leather shoes are a good choice for weddings,0
9734,grasshoppers can be a food source,0
9735,a library is a good place to stay on rainy days,0
9736,most of the earth's surface is covered by water,0
9737,students attend concerts to further their education,1
9738,language is the only way to communicate for human beings,1
9739,language changes slowly as time goes by,0
9740,a cup of coffee in the morning can make you smarter,1
9741,I pressed the accelerator in my car to speed up,0
9742,I ate hamburgers to end my hunger pains,0
9743,the plane landed smoothly in the parking lot,1
9744,"at adolescence, muscles go through a growth spurt",0
9745,plants develop from seeds,0
9746,washing your car is for keeping it fast,1
9747,people invented toothpaste to keep toothbrush clean,1
9748,you can buy drinks from vending machines without paying money,1
9749,movie stars are often photographed by others in public,0
9750,it seems my joke is funny because nobody laughed,1
9751,you need to be careful of sharks when you swim in the swimming pool,1
9752,I finished my work while I going to sleep,1
9753,"I can't afford the flight ticket from China to the US, so I decided to walk",1
9754,animals in the Acrobatic Troupe receive wages every day,1
9755,teammates are here to work with you in teamwork,0
9756,the teacher was very cheerful that I was late for school again and again,1
9757,girls wear skirts in winter for beauty,0
9758,driving a car is a good choice to enjoy your stay at home,1
9759,he scored a crucial goal by hand in a soccer match,1
9760,we built street lamps to provide a personal service,1
9761,crops can't live without the sun,0
9762,I was very surprised to see old friends abroad,0
9763,Alice broke down when the situation was hopeful,1
9764,ice cream is more popular in summer than in winter,0
9765,my boss checks read messages carefully every day,1
9766,we are vaccinated for the cure of the disease,1
9767,I bought a juicer for drinking fresh juice,0
9768,taking summer vacation caused lots of stress,1
9769,clues can lead you to the answer,0
9770,you may cook food well by following a recipe,0
9771,the company hired more employees because of continued losses,1
9772,the blind man can't hear me yelling,1
9773,I'm waiting for a cloudy night to observe stars,1
9774,building workers risk injury by not wearing baseball caps,1
9775,buying presents requires love and money,0
9776,going to the zoo is for seeing animals,0
9777,the horses water the cowboy everyday,1
9778,people expect boredom when they go to the cinema,1
9779,Bob painted a picture yesterday,0
9780,paying by credit card is for not paying money,1
9781,you need a dog if you want to share your story,1
9782,the players will buy a cup of beer before the basketball game begins,1
9783,I need to turn off the TV when I finish watching the TV show,0
9784,goods can be transported by plane,0
9785,the ship hit the train yesterday,1
9786,I can lift gym equipment easily,0
9787,meeting my friends is for pleasure,0
9788,when you borrowed a car you can show it to others,0
9789,I had plastic surgery in the hospital,0
9790,fortunately the fat man lost weight by working hard,0
9791,couples would divorce if they believed each other,1
9792,the weather can be either sweet or salt in China,1
9793,adults change clothes according to the weather every day,0
9794,you can use ink to write things,0
9795,museum exhibits artifacts for sale,1
9796,the bell ringing announced that the class was over,0
9797,you can use money to buy some products to live longer,0
9798,studying requires violence,1
9799,we used optical microscopes to see atoms in science class,1
9800,designers show avant-garde clothes in a fashion show,0
9801,the driver offered his seat to the old lady on the bus,1
9802,I jumped into the water to cool myself,0
9803,my father sold the best products to become the best salesman,0
9804,I washed my clothes twice a week,0
9805,I used to step on the mountain to get the sugar on the op of the cupboard,1
9806,a wall is the entrance of a house,1
9807,we built a factory to produce creative goods,0
9808,we use the microscope to learn about the microcosm,0
9809,we can find first class airplane seats in the wings of a plane,1
9810,"when a relative dies, we held a party for him",1
9811,a bed can rest a pillow,1
9812,parents will praise children when kids did something well,0
9813,professional soccer players earn money by playing football games,0
9814,pets are animals,0
9815,we grow Christmas trees in December every year,1
9816,sun bathing removes dirt from the body,1
9817,I bought a ticket for the taxi I took,1
9818,he was fined for smoking in his home,1
9819,we took notes in class for not forgetting the knowledge,0
9820,I want to find a noisy place to have a sleep,1
9821,People open their doors when they go out of the home,1
9822,People can talk chat with living people,0
9823,Sweat will be secreted when the sand touches eyes,1
9824,People usually put curtains on the windows,0
9825,People usually roast meat over fire,0
9826,People usually enter the park from the fence,1
9827,People usually like to wear fitted clothes,0
9828,People should break the contract,1
9829,Rats can't bite wood furniture,1
9830,Sheep usually like wolves,1
9831,College students usually learn the same courses,1
9832,Eating a lot of instant noodles is unhealthy,0
9833,Programmers often use computers,0
9834,if you fail the exam you should study harder for next time,0
9835,I should indulge myself when I fail,1
9836,mom cooks the fried egg once a week for me,0
9837,sprinters' arms are usually strong,1
9838,I can take part in the soccer game in athletic clothes,0
9839,we can travel on the sea by train,1
9840,pigs' eggs are delicious,1
9841,we can eat noodles with forks,0
9842,birds' milk is nutrient,1
9843,People can make wires from plastics,1
9844,People can read newspapers to know what has happened recently,0
9845,People should rub water on their skin before giving an injection,1
9846,Something you might do while taking the bus is drawing an oil painting,1
9847,She felt hungry and satisfied after having lunch,1
9848,Bob is chewing while eating dinner,0
9849,A rat can survive a fall from a five-floor building,0
9850,The longest nonstop flight by a dog is eight days,1
9851,He caught a cold and had a cold shower,1
9852,Humans smell through their ears,1
9853,Alice formed a habit of sleeping to keep fit,1
9854,It's winter and it's freezing cold outside,0
9855,Frogs will die without enough water,0
9856,Kate made books with a microwave oven,1
9857,Marry lit up firewoods to make a campfire,0
9858,Barry went under an umbrella to stay dry on a rainy day,0
9859,She eats snacks while watching TV,0
9860,Children in school use cameras for drawing,1
9861,Wang is eating with poles,1
9862,Wet towels need to hang up to dry,0
9863,Running is a good exercise,0
9864,Cookies and milk make a great dessert,0
9865,a basket is for warmth,1
9866,attending class is for playing,1
9867,He throws up when he eats nice food,1
9868,Shoes are meant to protect hands,1
9869,most people consider it to be cold when it is below zero degrees,0
9870,a piece of paper is used for writing,0
9871,Amy is happy to know that her best friend has recovered from the illness,0
9872,my jaw dropped open when I was unhappy,1
9873,the filthy car needs to be washed,0
9874,my friend paid for my ticket so I got on the bus,0
9875,dina visited her family because she missed them,0
9876,the balloon expanded as he blew into it,0
9877,maggie remained quiet to lighten the mood of the conversation,1
9878,a hammer dropped on Bill's foot and his toe was broken,0
9879,the clothes are still dirty because I forgot to add laundry water,1
9880,air leaked out of the beach ball because it had a picture on it,1
9881,the conversation gradually lulled to silence as more people joined,1
9882,julia pressed down on a piano key to play a music,1
9883,vehicles travelled slowly in cloudy days,1
9884,lauren gained weight so she had to get her suit altered,0
9885,the clouds were getting darker so I brought my umbrella to work,0
9886,the boy lost hold of the soap because it's slippery,0
9887,the button on my shirt fell off so I sewed the button back on,0
9888,the celebrity wore sunglasses to help recognition,1
9889,the leader received praise because he fought poverty,0
9890,my mailbox was overflowing with letters when I went back after one month,0
9891,the banana ripened so we ate them,0
9892,the chef pressed down on the dough and the dough crumbled,1
9893,my feet were blistered after a day of hiking,0
9894,her eyeglasses fogged up as she entered the sauna,0
9895,he found the tv show boring so he recorded it,1
9896,the boy was afraid to go to bed because he watched a comedy movie,1
9897,the girl wanted to be a doctor so she went to the medical school,0
9898,thomas wanted to get revenge on his enemy,0
9899,the woman was mistaken for her sister because they looked alike,0
9900,she made an error in her calculations because she checked it several times,1
9901,the girl politely declined the hamburger because she was a vegetarian,0
9902,miley scrubbed the stain on the floor and she got dirt on the floor,1
9903,the egg splattered after I boiled it,1
9904,a group of teenagers crashed the party and the host kicked them out,0
9905,the man took a shower because he was sweaty from working out,0
9906,the screen of the laptop went black because it's battery died,0
9907,camila felt reluctant to switch careers when she endured a lot of stress currently,1
9908,the ocean tide was dangerous so the swimmers returned to a closer place,0
9909,minaj was deemed mentally ill so she sought a career as psychologist,1
9910,the aggressive football coach lost his voice before the game,1
9911,I applied pressure to the cut on my arm and it stopped bleeding,0
9912,leo had an infection so she washed her hands,1
9913,the woman fanned herself with her hand for the air conditioner is new,1
9914,the administrator cleared her throat because the meeting was commenced,0
9915,the boy giggled uncontrollably because his brother tickled him,0
9916,the DJ turned the music on and everyone left the party,1
9917,I need some cash so I went to the bank,0
9918,the boy played computer games to be muscular,1
9919,the milk stayed cold because I kept it in the refrigerator,0
9920,fiona put the soup on ice cubes and it became thick,1
9921,the bully punched him and he got a black eye,0
9922,the hunter ran out of ammunition and he aimed at the deer,1
9923,the man drank water with his meal because his meal was delicious,1
9924,the patient underwent the deadly medical procedure to recover,1
9925,i feed my cat twice a day,0
9926,Jane carries her house upstairs,1
9927,a cat hides above a car to shelter from the rain,1
9928,she makes gestures to communicate with a deaf person,0
9929,Sam was caught writing on a written examination,1
9930,he wants to lose weight because he is too thin,1
9931,people go to see a doctor because they fall ill,0
9932,"if you want to take a shower, you can choose a hotel",0
9933,he likes sitting in a car and driving on the desert no purpose,0
9934,she pours some washing powder to do the laundry,0
9935,he reads newspapers at breakfast,0
9936,i take eight days off every week,1
9937,Mary lives in a hotel during a business trip,0
9938,she keeps a parrot in a fish tank filled with water,1
9939,she prepares a custom-designed evening dress for the ceremony,0
9940,people use donkeys to carry heavy loads,0
9941,he washes his clothes with a magic wand,1
9942,Jim downloads music from the book,1
9943,their village was destroyed by a dragon yesterday,1
9944,she writes her letter with a pen,0
9945,he is so hungry that he eats up the whole iceberg,1
9946,he is drawing a mountain on a piece of paper,0
9947,banana trees grow in the jungle,0
9948,he lit some salt to give light,1
9949,we have lunch in the library,1
9950,rings protect people from the sun,1
9951,Jim wins the Best Actor Award because of his acting skills,0
9952,the accident happened because Jack drank water before driving,1
9953,i pick a leaf from a goldfish,1
9954,i am learning French from my teacher,0
9955,India is a country in Europe,1
9956,you can ride from America to Japan,1
9957,Bob goes to work because he feels sleepy,1
9958,Ellen kicks the judge hard in order to win,1
9959,the shredder cut a piece of paper into pieces,0
9960,she cleans her teeth with toothpaste,0
9961,you can see a dinosaur in the museum,0
9962,people have to hold onto their shoes because of the wind,1
9963,Rebecca wakes up because she takes sleeping pills,1
9964,people sweat when they feel hot,0
9965,Kids fly kites in a windless day,1
9966,People get together to fight on Christmas Eve,1
9967,Jason put a tea bag into his cup to make a cup of tea,0
9968,Harry feels grieved seeing his old friends,1
9969,Gloria determines to lose weight so she eats less,0
9970,"Saying ""Goodbye"", he walked out of the classroom and went home",0
9971,Danis put his clothes into the washing machine,0
9972,Bell takes a raft rushing up the waterfall,1
9973,George put a broom in his mouth to brush teeth,1
9974,I closed my mouth against the bright light,1
9975,My heart beats slower when I quicken my pace,1
9976,Bob plays basketball with his cute dog,1
9977,"The cat is sitting on the blanket, because she is warm",1
9978,Frank had a stomachache so he drank more hot water,0
9979,Eric told a lie and his mother scolded him,0
9980,Henry flew to the USA sitting in a car,1
9981,Carter opened the window of the airplane to get some fresh air,1
9982,"On my birthday, we lighted up birthday candles for celebration",0
9983,Earth is located in the solar system,0
9984,"When you smile at others, they will smile at you",0
9985,"His favorite color is blue, the same color as the sky",0
9986,Jenny ordered a hot dog in a pet store,1
9987,I wet my hair before using shampoo,0
9988,She boiled the egg and the egg turned into solid,0
9989,Riko drops a glass cup from the desk and the cup breaks into pieces,0
9990,Human will starve to death without eating,0
9991,She decided to eat more healthy foods like vegetables,0
9992,Max stays close to the campfire to keep cool,1
9993,Chloe got concentrated when she was bored,1
9994,He got a cold and laughed from time to time,1
9995,Mark ate a big bitter cherry pie,1
9996,Gloria wears a cat on her head,1
9997,Harry went to the barbershop to have his hair cut,0
9998,Reilly is sleeping on the couch,0
9999,I have a desk on my lamp,1
10000,He poured milk on his cereal.,0
10001,He drinks milk.,0
10002,"Jeff ran 100,000 miles today",1
10003,I sting a mosquito,1
10004,A giraffe is a person.,1
10005,A normal closet is larger than a walk-in closet.,1
10006,I like to ride my bike,0
10007,A GIRL WON THE RACE WITH HORSE,1
10008,he pour water in to the jug,0
10009,A dog plays volleyball,1
10010,Kids find eggs on Easter.,0
10011,Mark drank water.,0
10012,He went to the bank to withdraw cash.,0
10013,An employee can price goods,1
10014,she wear hat in the hand,1
10015,My cousin throws the house to my brother.,1
10016,Roses buds  eat caterpillars,1
10017,Lisa played jazz music for the President of the USA yesterday.,0
10018,the computer broke down and the technician will fix it,0
10019,I drank water.,0
10020,I usually wear a shoes in my feet,0
10021,My brother placed the nuclear reactor inside the box.,1
10022,She took the dog for a walk,0
10023,A dog roared at a cat in the street.,1
10024,He mowed the tall grass,0
10025,I drive a car,0
10026,I dress myself,0
10027,I cook football very well,1
10028,Boat is a very good mode of water transport,0
10029,a dog is taken to a pool after getting sick,1
10030,She rode her bike to the store.,0
10031,A boy shuts down,1
10032,He planted cucumber seeds in the garden.,0
10033,I play games on my laptop,0
10034,Stars read me,1
10035,A boy turns off the light,0
10036,He read a  book about King Tut.,0
10037,He lost his phone in the mouth of a griffin.,1
10038,Sara had a glass of petrol,1
10039,he kept a chair inside the fridge,1
10040,I read a book,0
10041,I use internet in my mobile,0
10042,She drove her children to the playground.,0
10043,She parachuted into the grocery store from a plane.,1
10044,The fish swam in the ocean.,0
10045,There was a dead ice creature walking in the snow.,1
10046,I swim in a swimming pool,0
10047,A person eats mountains,1
10048,Jane saw a giraffe in her purse.,1
10049,We use book to know the time,1
10050,I was playing basketball with a rock,1
10051,Mary took her moth for a walk,1
10052,I like to listen colours as I commute,1
10053,I run in the ground,0
10054,There was a woman riding an elephant in Africa.,0
10055,He ate an apple,0
10056,Jack ate mango,0
10057,Baby is taking dictionary,1
10058,the school was open for fall,0
10059,The chocolate melted,0
10060,There are barbecues in the middle of a television program,1
10061,He was tired and so he went to get into his bed.,0
10062,You never puke after getting drunk,1
10063,You can use a checkbook holder to hold checks.,0
10064,Actors are people who play characters in television or theatre,0
10065,A man drove a car.,0
10066,A small dog is called a puppy,0
10067,The man went to work,0
10068,My daughter always takes bath in a shower and avoids bath tub,0
10069,He killed him with a programming language,1
10070,They shared their popcorn at the cinema,0
10071,Rotten food smells nice.,1
10072,An actor can wear a costume.,0
10073,The man slept on the volcano.,1
10074,She spoke to a man at the door.,0
10075,You will find teachers in a school.,0
10076,She cuts a pizza with an advertising board.,1
10077,They built a house.,0
10078,The man put some buildings in the microwave,1
10079,There was a bird flying.,0
10080,He played the harp very well,0
10081,You are still alive if you do not have a heartbeat.,1
10082,He jumped on the trampoline,0
10083,Georgia Tech trains dragons,1
10084,She was going to school in a lunch box,1
10085,The moon gets fixed and that's how it returns to full,1
10086,The man paid the bill with water.,1
10087,You are cooking the music,1
10088,She write the story in water,1
10089,A computer can run out of storage.,0
10090,People cry when they are sad.,0
10091,Most people like to have hamburgers and pudding in the morning.,1
10092,Frank hit Will with a pillow causing him pain,1
10093,He put a sock on his foot.,0
10094,he shaved his beard,0
10095,She put mustard on a corndog.,0
10096,they put on ghillie suits to go outside,1
10097,He was playing fridge,1
10098,A person is not allowed to visit their relatives.,1
10099,Tight shoes cause discomfort.,0
10100,"A diet is a great way to lower blood pressure, and lose weight.",0
10101,Plants can make carbohydrates,0
10102,My friend like to eat electronic goods.,1
10103,france is in Europe,0
10104,He drove his car to the moon,1
10105,"When a baby is born, that day is called its' birthday.",0
10106,A lady shops at Walmart,0
10107,Drinking alcohol gets you drunk.,0
10108,The fire hydrant shot a bullet,1
10109,A forest is an area covered with trees,0
10110,He built a building,0
10111,The grass is singing.,1
10112,She cut the meat with a knife.,0
10113,I ran to the sky.,1
10114,People write with pens.,0
10115,The whale swims in the ocean.,0
10116,A boxer is likely to throw a punch in a boxing match.,0
10117,There was a person drinking water.,0
10118,She drank a cup of tea.,0
10119,He was changing tv channels with screwdriver,1
10120,The giraffe swam through the ocean,1
10121,He moved his belongings to a new city,0
10122,he put the ice cream in the closet,1
10123,The people were full of planes,1
10124,She went to the shop to buy hands,1
10125,He took the trash out to the curb.,0
10126,Alice lit a rock at night,1
10127,She delivered a pizza.,0
10128,A musician can perform a surgery,1
10129,She brushed her teeth with a brush.,0
10130,The man entered the house,0
10131,He put an orange on the shelf,0
10132,Jill wrote a book about wizards.,0
10133,He travels by a laptop to reach the office.,1
10134,He buys a book to eat.,1
10135,The ice melted at room temperature.,0
10136,He walked to the store,0
10137,He lifted a tractor with his hands.,1
10138,Dwight cut down a tree,0
10139,he swam in the lake,0
10140,He put a horse in his wallet.,1
10141,The woman wrote down the story with a spoon on paper,1
10142,she ate a banana,0
10143,I use swords,0
10144,Geralt flies his car every day,1
10145,She needed to call her mother but she could not find her car keys,1
10146,He served a globe for dinner,1
10147,He went to  beauty parlour because he feels hungry,1
10148,The Piano was played,0
10149,today will be 24 hours,0
10150,A cup is for holding a gas you plan to drink.,1
10151,I dress a lion,1
10152,He threw the ball into the basket.,0
10153,I like to eat cooked ice cream,1
10154,He ate barbecue.,0
10155,He danced on the floor,0
10156,A portrait is a painting or a photograph which focuses on the face of a person,0
10157,The child ate mud off of his face.,1
10158,A man defrosted a chicken using a lighter.,1
10159,He was walking on the road.,0
10160,A shark eats a fish,0
10161,She lifted a chair.,0
10162,She makes a phone call.,0
10163,The sun shines bright in the night,1
10164,The book eats,1
10165,The woman writes in the sky.,1
10166,the country of liegenpoofa exists,1
10167,Something you can find on a desktop is dust.,0
10168,Dogs eat extension cords.,1
10169,Children love doing the laundry,1
10170,You can take a bath in a blender,1
10171,The coin was made of cheese,1
10172,A bread knife is used for cutting bread,0
10173,She makes omelette with chicken's egg.,0
10174,She lay on the pool water to sleep,1
10175,The water on the stove is boiling.,0
10176,A horse spun a web,1
10177,she bought minecraft to play netball with,1
10178,She put a house in her purse.,1
10179,She took a battle tank in the car.,1
10180,He put the pills in his mouth.,0
10181,He put a teapot over his head,1
10182,Dog's love eating meat.,0
10183,The door opened him,1
10184,He rode his car across the highway,0
10185,I put my dog on the couch,0
10186,There was a snake wrapped around a tree.,0
10187,He played the piano with a ship.,1
10188,A pocket knife is very useful.,0
10189,He ate a lion sandwich,1
10190,The cat bites a cloud.,1
10191,The man got in the car and drove off,0
10192,Ohio is a state in America,0
10193,I baked a gluten-free cake.,0
10194,He plays tennis with a tennis ball,0
10195,There was one person pulling a massive ten ton block.,1
10196,an apple a day keeps doctor away,0
10197,She put the shoe on her foot.,0
10198,Whales rain from the sky.,1
10199,A child can close a door.,0
10200,There was a lion hunting a zebra.,0
10201,The dog chased the bed.,1
10202,A ruler is used for measuring distance between things,0
10203,A footballer would never kick a football.,1
10204,He went on holiday to Turkey,0
10205,"When it is dark at home, you can turn on the light",0
10206,Cooking gourmet meals is the number one way to make mistakes such as kitchen fires.,1
10207,He drinks beer in a mug,0
10208,The family came back from the movies,0
10209,Sugar is bad for humans,1
10210,It rains often in Sahara,1
10211,The man had a pizza for dinner,0
10212,she washed her hair with milk,1
10213,taking a dump in the park can be good for your health,1
10214,Something you find at a water cooler is a living dinosaur,1
10215,She jumped into the water of a glass.,1
10216,She lives in a snow globe.,1
10217,John plays the milk.,1
10218,People drink water to hydrate themselves.,0
10219,My medicine take me,1
10220,He pulled a fan from the bottle.,1
10221,Tomorrow is a water bottle.,1
10222,He cooked milk in the pan.,0
10223,Dirty dishes can be cleaned in a dishwater.,0
10224,He put a shark into the cabinet.,1
10225,The girl likes to eat plastic.,1
10226,The dog barked at the mailman.,0
10227,"If before you go to the pub and you drink a lot, then afterwards you are drunk",1
10228,The woman played football,0
10229,The eagle flew high in the sky,0
10230,She went to the moon on Sunday,1
10231,100 is one hundred,0
10232,She ran into the closet.,1
10233,he drank paper,1
10234,The girl was sleeping on a spoon,1
10235,I typed something on the keyboard,0
10236,The plane swam to Belize,1
10237,he visited a mechanic to check his tooth pain,1
10238,The dog goes for a walk three times a day.,0
10239,You need your passport to enter a cinema,1
10240,He didn't want to leave from inside his house.,0
10241,He unlocked the door with a key.,0
10242,He took his dog to the veterinarian for a health check-up.,0
10243,One of the things you do when you wake up is saying good night,1
10244,The children were happy seeing the monster,1
10245,He carved the ham with a spoon.,1
10246,He took his dog to the gym to take his vaccines,1
10247,"In the morning when I wake up, I eat dinner.",1
10248,Potatoes is the plural of potato,0
10249,I found a soap on a table.,1
10250,Something you might do while driving your car is fly a plane,1
10251,People went to church to pray,0
10252,He called the banker to complain about the robbery,1
10253,Curtains stop light from entering the room.,0
10254,He sent a text message in mobile,0
10255,An stove is where people sit and relax,1
10256,The defendant sentenced the jury to death.,1
10257,He drinks tea every morning,0
10258,James read the last page of the book and proceeded to eat it.,1
10259,She pushed her trolley around the supermarket to collect groceries,0
10260,You can buy pictures in a museum,1
10261,He packed his clothes in a bag,0
10262,She put her shirt on her feet,1
10263,He bought chicken to cook food,0
10264,I want to play football on my xbox,0
10265,The student called his professors notes.,1
10266,Mobiles are easy to carry,0
10267,A bed is used for watching television,1
10268,My friend drank sand in a glass.,1
10269,She put a pie in the bathtub.,1
10270,She was eating chocolate,0
10271,She got into bed to sleep.,0
10272,She put a gorilla in the oven.,1
10273,Sunscreen is used during a rainy day.,1
10274,we can have a shower in the kitchen,1
10275,Food refrigerated longer than recommended can burn,1
10276,The mall drove to Jim,1
10277,She heated up the water to make icecream.,1
10278,A teddy is a weapon,1
10279,A planet has a sphere shape,0
10280,He put a cat in the freezer.,1
10281,Grass is orange,1
10282,Plant can have buffalo for dinner.,1
10283,The doctor gave vaccine through stethoscope,1
10284,My house is white.,0
10285,You can buy beer in bottles,0
10286,Eating lot of food makes you tall,1
10287,Adjectives are a part of pizza,1
10288,It rains occasionally which is good for the trees and grass.,0
10289,If she is dead she won't be buying anything any more.,0
10290,The log jumped over a dog.,1
10291,She worked out the answer on the calculator,0
10292,She hung a picture frame on the wall.,0
10293,10% of disordered people are anxious about anything all the time.,1
10294,Boats sail on the sand.,1
